time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-23T23:06:34.550Z,16.6593,-94.9873,8.9,4.5,mb,,146,2.76,1.07,us,us2000atqq,2017-09-23T23:34:50.040Z,"15km NE of San Jeronimo Ixtepec, Mexico",earthquake,4,5.8,0.051,111,reviewed,us,us
2017-09-23T22:02:01.620Z,-33.7421,-71.616,44.72,4.6,mb,,66,0.084,0.86,us,us2000atq4,2017-09-27T01:56:24.342Z,"16km S of San Antonio, Chile",earthquake,5.4,6.8,0.114,23,reviewed,us,us
2017-09-23T21:20:17.890Z,7.5438,124.82,10,4.9,mb,,95,0.888,0.9,us,us2000atpq,2017-09-23T21:45:16.040Z,"6km S of Osias, Philippines",earthquake,6.6,1.8,0.08,49,reviewed,us,us
2017-09-23T21:18:14.980Z,7.5946,124.8199,10,4.9,mb,,95,0.916,0.84,us,us2000atpp,2017-09-24T05:20:57.841Z,"0km SSE of Osias, Philippines",earthquake,6.4,1.9,0.071,62,reviewed,us,us
2017-09-23T20:47:08.760Z,7.6285,124.8736,31.39,5.7,mww,,89,0.893,1.03,us,us2000atpb,2017-09-25T17:13:09.398Z,"4km NW of Kadingilan, Philippines",earthquake,5.9,4.9,0.071,19,reviewed,us,us
2017-09-23T18:32:11.170Z,-11.942,-138.4442,15.62,4.5,mb,,180,3.495,0.94,us,us2000augr,2017-09-26T19:35:13.040Z,"245km SSE of Atuona, French Polynesia",earthquake,15.3,5.7,0.071,61,reviewed,us,us
2017-09-23T17:25:53.100Z,-30.7535,-68.9096,117.2,5,mww,,79,0.812,0.86,us,us2000atms,2017-09-26T16:14:35.711Z,"58km SSW of San Jose de Jachal, Argentina",earthquake,5.8,4.6,0.066,22,reviewed,us,us
2017-09-23T16:39:43.190Z,-28.772,-69.21,131.62,4.5,mb,,71,0.935,1.28,us,us2000atmf,2017-09-23T18:48:31.040Z,"97km W of Vinchina, Argentina",earthquake,7.7,9.7,0.242,5,reviewed,us,us
2017-09-23T14:31:46.540Z,16.6905,-94.8831,10,4.9,mb,,175,3.751,1.07,us,us2000atkr,2017-09-23T17:00:06.124Z,"24km NNW of Union Hidalgo, Mexico",earthquake,6.5,1.9,0.032,310,reviewed,us,us
2017-09-23T13:30:34.140Z,13.6704,120.8176,193.27,5.1,mb,,64,8.743,0.72,us,us2000atke,2017-09-23T14:48:16.095Z,"5km W of Tingloy, Philippines",earthquake,10,7.6,0.089,41,reviewed,us,us
2017-09-23T13:24:12.110Z,16.7308,-94.9123,10,4.8,mb,,144,3.567,1.34,us,us2000atk8,2017-09-23T16:10:50.465Z,"21km SE of Matias Romero, Mexico",earthquake,9.4,1.9,0.043,168,reviewed,us,us
2017-09-23T12:53:02.420Z,16.7732,-94.9509,9.62,6.1,mww,,37,3.617,0.97,us,us2000atjv,2017-10-02T06:23:01.366Z,"15km SE of Matias Romero, Mexico",earthquake,5.6,2.8,0.042,55,reviewed,us,us
2017-09-23T12:25:19.350Z,31.1823,142.1923,10,4.6,mb,,152,2.79,1.47,us,us2000atjm,2017-09-26T06:13:50.040Z,"Izu Islands, Japan region",earthquake,9.2,1.9,0.141,15,reviewed,us,us
2017-09-23T11:36:52.290Z,-5.8521,154.9573,181.5,4.6,mb,,202,3.235,0.8,us,us2000augc,2017-09-26T06:10:56.040Z,"75km WNW of Arawa, Papua New Guinea",earthquake,22,19.7,0.109,25,reviewed,us,us
2017-09-23T10:38:08.980Z,15.6979,-94.1625,74.22,5.8,mww,,178,2.592,1.06,us,us2000atis,2017-09-24T01:38:32.073Z,"48km SW of Paredon, Mexico",earthquake,10.3,10,0.049,40,reviewed,us,us
2017-09-23T09:19:16.450Z,9.1385,-77.7746,52.29,4.5,mb,,74,2.037,0.77,us,us2000ati0,2017-09-24T18:43:08.371Z,"17km E of Ustupo, Panama",earthquake,3.3,9.2,0.121,20,reviewed,us,us
2017-09-23T08:20:02.240Z,44.3731,152.0272,31.79,4.7,mb,,141,6.781,0.77,us,us2000atht,2017-09-23T08:34:12.040Z,"East of the Kuril Islands",earthquake,10.7,6.2,0.082,45,reviewed,us,us
2017-09-23T06:43:53.340Z,-3.0863,129.7584,34.1,4.7,mb,,58,2.492,0.68,us,us2000ath2,2017-09-23T07:00:26.040Z,"97km ENE of Amahai, Indonesia",earthquake,7.7,6.2,0.083,44,reviewed,us,us
2017-09-23T06:02:17.200Z,-24.2891,-179.8683,524.27,4.5,mb,,164,6.794,0.65,us,us2000aug5,2017-09-27T04:59:13.040Z,"South of the Fiji Islands",earthquake,11.2,11.2,0.118,21,reviewed,us,us
2017-09-23T05:17:45.490Z,9.7486,-74.7175,52.5,4.5,mb,,60,4.12,1.32,us,us2000atgp,2017-09-23T05:56:24.614Z,"8km ESE of Plato, Colombia",earthquake,6.2,12.8,0.124,19,reviewed,us,us
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,us,us2000atf6,2017-09-23T17:10:22.159Z,"4km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80,reviewed,us,us
2017-09-22T23:49:30.400Z,31.3473,141.0234,31.02,5.3,mww,,34,2.039,0.86,us,us2000atex,2017-09-23T20:03:18.040Z,"224km SSE of Hachijo-jima, Japan",earthquake,6.9,3.9,0.073,18,reviewed,us,us
2017-09-22T23:25:47.420Z,-7.7533,159.6233,37.28,4.9,mb,,99,1.705,0.55,us,us2000ateh,2017-09-22T23:41:17.040Z,"43km N of Buala, Solomon Islands",earthquake,11.3,8.1,0.099,32,reviewed,us,us
2017-09-22T19:50:15.030Z,40.4144,-126.8342,11.01,5.7,mww,,63,1.906,0.92,us,us2000atbf,2017-09-25T19:33:17.079Z,"218km W of Ferndale, California",earthquake,4.1,3.1,0.044,50,reviewed,us,us
2017-09-22T18:54:43.030Z,54.9226,163.2943,10,4.5,mb,,129,3.338,1.15,us,us2000atab,2017-09-23T14:17:30.040Z,"154km SSE of Ust'-Kamchatsk Staryy, Russia",earthquake,10,1.9,0.087,39,reviewed,us,us
2017-09-22T14:33:20.020Z,-23.752,-179.4373,560.01,4.5,mb,,142,12.119,0.63,us,us2000awqt,2017-10-02T06:09:38.040Z,"South of the Fiji Islands",earthquake,17.9,18.3,0.125,19,reviewed,us,us
2017-09-22T13:27:30.810Z,-19.1856,-177.4418,573.86,4.5,mb,,110,4.509,0.85,us,us2000at3j,2017-10-02T05:58:22.040Z,"208km NE of Ndoi Island, Fiji",earthquake,14.8,10.8,0.092,35,reviewed,us,us
2017-09-22T08:54:57.460Z,3.8293,127.9846,107.48,4.5,mb,,119,3.099,0.52,us,us2000at26,2017-09-22T11:19:55.040Z,"232km N of Tobelo, Indonesia",earthquake,10.7,7.6,0.106,26,reviewed,us,us
2017-09-22T05:33:44.310Z,23.5614,-108.7724,10,5.5,mww,,93,1.082,0.78,us,us2000at0m,2017-09-23T12:38:35.145Z,"109km ENE of San Jose del Cabo, Mexico",earthquake,4.8,1.7,0.059,28,reviewed,us,us
2017-09-22T05:04:04.580Z,54.788,159.4959,131.21,4.5,mb,,116,1.837,0.72,us,us2000at0v,2017-09-22T06:32:39.040Z,"137km SSE of Esso, Russia",earthquake,14,8.4,0.079,47,reviewed,us,us
2017-09-22T04:34:46.300Z,-6.3489,-11.1483,10,4.7,mb,,71,3.554,0.75,us,us2000at08,2017-09-22T04:53:43.040Z,"Ascension Island region",earthquake,6.4,1.9,0.101,30,reviewed,us,us
2017-09-22T00:48:00.550Z,43.8815,149.2095,10,4.6,mb,,188,4.779,0.84,us,us2000asyh,2017-09-22T23:23:04.040Z,"183km SE of Kuril'sk, Russia",earthquake,10.9,1.9,0.066,68,reviewed,us,us
2017-09-21T20:22:32.080Z,15.2536,-93.8962,65.44,4.8,mb,,142,2.311,0.95,us,us2000ass7,2017-09-21T22:59:59.040Z,"78km SSW of Tres Picos, Mexico",earthquake,9.8,8.2,0.035,248,reviewed,us,us
2017-09-21T19:58:58.000Z,-24.593,-69.359,89.2,4.5,mwr,,,,0.73,us,us2000asqw,2017-09-21T22:36:29.040Z,"144km NE of Taltal, Chile",earthquake,5.5,5.9,,,reviewed,guc,guc
2017-09-21T19:28:40.080Z,30.689,57.3957,10,4.5,mb,,74,5.509,0.98,us,us2000asq8,2017-09-22T10:27:00.711Z,"54km NE of Kerman, Iran",earthquake,9.3,1.9,0.084,41,reviewed,us,us
2017-09-21T17:43:32.780Z,-5.2273,153.792,42.8,5.2,mww,,33,1.921,1.23,us,us2000ask8,2017-09-21T18:48:56.059Z,"118km SE of Taron, Papua New Guinea",earthquake,8.6,5,0.073,18,reviewed,us,us
2017-09-21T14:10:18.350Z,-5.3996,150.7163,143.64,4.5,mb,,67,1.876,0.97,us,us2000asgl,2017-09-21T16:26:31.040Z,"65km ENE of Kimbe, Papua New Guinea",earthquake,9.7,8.3,0.074,53,reviewed,us,us
2017-09-21T11:44:29.370Z,15.7805,-93.2903,100.11,4.8,mb,,178,4.036,0.93,us,us2000asex,2017-09-22T03:08:58.623Z,"10km NW of Pijijiapan, Mexico",earthquake,10.2,7.3,0.032,302,reviewed,us,us
2017-09-21T07:12:39.710Z,-37.9104,-73.683,6.87,4.8,mb,,132,1.225,0.63,us,us2000asd1,2017-09-21T15:01:47.646Z,"27km WSW of Canete, Chile",earthquake,6.9,5,0.103,29,reviewed,us,us
2017-09-21T00:43:43.610Z,-18.3191,-177.9506,525.15,4.5,mb,,70,3.845,0.93,us,us2000as95,2017-09-21T01:01:51.040Z,"269km NNE of Ndoi Island, Fiji",earthquake,11.3,8.1,0.047,130,reviewed,us,us
2017-09-21T00:05:20.920Z,-18.3348,-175.3417,223.14,5,mb,,57,5.184,0.96,us,us2000as7z,2017-09-21T00:23:43.040Z,"147km WNW of Neiafu, Tonga",earthquake,10.4,7.4,0.05,129,reviewed,us,us
2017-09-20T23:59:24.840Z,-6.141,113.0028,588.64,5.7,mww,,53,2.579,1.03,us,us2000as7r,2017-09-26T15:43:39.573Z,"98km NNE of Kemeduran, Indonesia",earthquake,8.2,5.1,0.062,25,reviewed,us,us
2017-09-20T22:36:07.130Z,-5.1396,148.002,10,4.7,mb,,54,3.14,0.75,us,us2000as6n,2017-09-20T22:53:18.040Z,"162km N of Finschhafen, Papua New Guinea",earthquake,6.2,1.8,0.097,32,reviewed,us,us
2017-09-20T22:17:24.590Z,-5.1384,147.9821,10,5.2,mb,,54,3.135,1.03,us,us2000as5y,2017-09-20T22:36:58.040Z,"162km N of Finschhafen, Papua New Guinea",earthquake,7.7,1.9,0.075,59,reviewed,us,us
2017-09-20T22:13:36.140Z,-5.11,147.8337,10,5.9,mww,,32,3.081,0.68,us,us2000as5x,2017-09-22T16:26:35.040Z,"165km N of Finschhafen, Papua New Guinea",earthquake,7.2,1.7,0.065,23,reviewed,us,us
2017-09-20T20:09:49.810Z,-18.7978,169.0947,200.19,6.4,mww,,20,2.631,1,us,us2000as2f,2017-10-04T03:07:46.709Z,"85km NNW of Isangel, Vanuatu",earthquake,7.6,5.4,0.051,37,reviewed,us,us
2017-09-20T16:37:16.230Z,37.9816,144.6693,10,6.1,mww,,33,3.069,0.86,us,us2000arxv,2017-09-26T21:37:35.403Z,"281km ESE of Kamaishi, Japan",earthquake,7.4,1.8,0.063,24,reviewed,us,us
2017-09-20T16:25:12.050Z,-10.1404,118.8494,12.56,4.8,mww,,89,3.662,0.82,us,us2000arxl,2017-09-20T17:12:29.040Z,"56km SSW of Kahale, Indonesia",earthquake,7.7,2,0.073,18,reviewed,us,us
2017-09-20T15:32:28.960Z,-14.9385,167.0092,41.55,4.7,mb,,139,5.811,1.1,us,us2000arwt,2017-09-24T11:45:47.431Z,"13km NNW of Port-Olry, Vanuatu",earthquake,11.6,7.6,0.085,42,reviewed,us,us
2017-09-20T14:42:08.120Z,-17.9346,-114.1207,10,5,mb,,276,39.455,0.64,us,us2000arvu,2017-09-20T14:59:43.040Z,"Southern East Pacific Rise",earthquake,23.8,2,0.146,15,reviewed,us,us
2017-09-20T14:29:56.770Z,23.2931,121.7572,22.03,5.3,mww,,36,0.434,1.06,us,us2000arvi,2017-09-22T21:39:20.040Z,"77km SSE of Hualian, Taiwan",earthquake,5.2,4.7,0.073,18,reviewed,us,us
2017-09-20T12:25:55.700Z,1.0854,132.5848,36.12,5,mb,,109,3.991,1.03,us,us2000arkq,2017-09-20T22:43:08.624Z,"263km NE of Sorong, Indonesia",earthquake,9.6,5.9,0.088,41,reviewed,us,us
2017-09-20T10:39:28.940Z,15.2723,-93.4191,57.48,4.7,mb,,177,1.85,1.12,us,us2000arj1,2017-09-20T10:56:56.040Z,"51km SSW of Pijijiapan, Mexico",earthquake,10.9,2.8,0.037,217,reviewed,us,us
2017-09-20T09:01:56.470Z,30.5728,141.0335,51.74,4.9,mb,,129,2.739,1.37,us,us2000arig,2017-09-20T16:52:43.794Z,"Izu Islands, Japan region",earthquake,7.9,6.1,0.059,90,reviewed,us,us
2017-09-20T05:26:08.970Z,-16.2747,-71.3157,92.59,5.3,mww,,117,2.19,1.32,us,us2000arh1,2017-09-25T06:54:08.724Z,"27km ENE of Arequipa, Peru",earthquake,7.5,5.7,0.068,21,reviewed,us,us
2017-09-20T05:16:01.830Z,44.304,148.9933,47.06,4.8,mb,,135,4.605,0.85,us,us2000arha,2017-09-20T06:21:49.040Z,"135km SE of Kuril'sk, Russia",earthquake,9.6,7,0.049,128,reviewed,us,us
2017-09-20T03:28:05.370Z,16.1444,-94.8719,48.73,4.6,mb,,161,3.347,0.93,us,us2000argd,2017-09-20T04:02:20.269Z,"15km ESE of San Mateo del Mar, Mexico",earthquake,9.2,9.6,0.043,163,reviewed,us,us
2017-09-20T02:42:10.110Z,-41.5073,174.3444,24.6,4.9,mb,,24,0.26,0.83,us,us2000arfw,2017-10-04T05:28:22.218Z,"32km E of Blenheim, New Zealand",earthquake,3,2.8,0.126,20,reviewed,us,us
2017-09-20T02:37:35.560Z,14.5711,-90.9075,178.93,4.9,mb,,174,0.939,1.19,us,us2000arfs,2017-10-04T05:26:32.601Z,"4km ENE of Acatenango, Guatemala",earthquake,9.8,6.8,0.041,189,reviewed,us,us
2017-09-20T01:43:27.940Z,-50.7145,162.614,19.83,6.1,mww,,56,4.397,0.91,us,us2000arel,2017-10-02T03:52:55.683Z,"248km W of Auckland Island, New Zealand",earthquake,9.1,3.1,0.065,23,reviewed,us,us
2017-09-20T00:44:52.650Z,-3.912,141.5418,43.33,4.5,mb,,113,1.62,0.91,us,us2000are4,2017-10-02T03:35:45.263Z,"123km SW of Aitape, Papua New Guinea",earthquake,5.1,8.9,0.118,21,reviewed,us,us
2017-09-20T00:08:15.740Z,30.7208,57.4066,10,5,mb,,48,5.48,0.66,us,us2000ardv,2017-10-02T03:23:59.040Z,"57km NNE of Kerman, Iran",earthquake,7.6,1.8,0.05,126,reviewed,us,us
2017-09-19T23:22:56.420Z,6.3611,123.9102,38.14,4.6,mb,,67,1.8,0.83,us,us2000arcv,2017-10-02T03:21:10.865Z,"17km WSW of Sangay, Philippines",earthquake,4.7,8.3,0.081,45,reviewed,us,us
2017-09-19T23:11:32.240Z,16.2348,-94.8625,45.26,4.6,mb,,152,1.666,0.65,us,us2000arch,2017-10-04T03:42:15.417Z,"15km ENE of San Mateo del Mar, Mexico",earthquake,8.4,8.9,0.058,89,reviewed,us,us
2017-09-19T23:05:03.600Z,-36.2513,179.4478,47.77,4.7,mb,,183,1.596,1.01,us,us2000arca,2017-10-02T02:12:20.040Z,"279km NE of Opotiki, New Zealand",earthquake,12.2,7.5,0.117,22,reviewed,us,us
2017-09-19T21:13:19.810Z,15.3218,-94.5112,46.64,4.9,mb,,140,2.903,0.89,us,us2000ar96,2017-09-19T23:55:03.805Z,"101km S of San Francisco del Mar, Mexico",earthquake,8.4,7.8,0.033,298,reviewed,us,us
2017-09-19T20:18:07.190Z,37.2998,141.7668,35.1,5.2,mwr,,27,0.962,1.07,us,us2000ar6z,2017-09-21T07:27:22.174Z,"70km ESE of Namie, Japan",earthquake,6.4,4.3,0.066,22,reviewed,us,us
2017-09-19T20:14:18.100Z,-5.5637,150.8423,99.91,5.2,mb,,91,1.895,0.98,us,us2000ar6y,2017-09-20T15:38:29.040Z,"77km E of Kimbe, Papua New Guinea",earthquake,8.1,7.1,0.052,123,reviewed,us,us
2017-09-19T18:14:41.000Z,-37.2281,-74.1913,5.95,4.6,mwr,,132,0.933,0.79,us,us2000ar1y,2017-09-20T16:26:17.040Z,"64km NW of Lebu, Chile",earthquake,5.1,4.5,0.049,40,reviewed,us,us
2017-09-19T18:14:38.420Z,18.5539,-98.4952,51,7.1,mww,,23,0.988,1.14,us,us2000ar20,2017-10-03T00:54:54.416Z,"0km NE of Ayutla, Mexico",earthquake,6.6,1.8,0.048,41,reviewed,us,us
2017-09-19T17:50:46.640Z,-31.7548,-72.6161,29.84,4.5,mb,,139,1.485,1.36,us,us2000aqyy,2017-09-20T14:48:05.441Z,"138km W of Illapel, Chile",earthquake,3.4,7.1,0.192,8,reviewed,us,us
2017-09-19T17:12:29.400Z,-7.5033,128.1444,158.11,4.6,mb,,57,3.162,1.76,us,us2000aqxe,2017-09-19T17:56:28.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.1,7.2,0.078,49,reviewed,us,us
2017-09-19T14:49:35.280Z,52.0275,178.0168,131.51,4.8,mb,,92,0.315,0.67,us,us2000aqrc,2017-09-22T22:46:36.062Z,"29km ESE of Kiska Volcano, Alaska",earthquake,9.7,6.8,0.037,228,reviewed,us,us
2017-09-19T14:27:58.930Z,-31.8109,-72.4084,10,4.5,mb,,142,1.346,0.88,us,us2000aqqm,2017-09-20T14:46:55.192Z,"119km W of Illapel, Chile",earthquake,6.7,1.9,0.157,13,reviewed,us,us
2017-09-19T13:26:10.500Z,27.9548,53.9953,10,5.1,mb,,45,3.592,0.88,us,us2000aqpx,2017-09-19T15:21:52.151Z,"35km NNW of Gerash, Iran",earthquake,8,1.8,0.046,154,reviewed,us,us
2017-09-19T08:24:15.110Z,-10.7783,162.925,56.21,4.7,mb,,161,3.219,0.84,us,us2000awmg,2017-10-02T05:57:35.040Z,"115km ESE of Kirakira, Solomon Islands",earthquake,12.3,11.3,0.174,10,reviewed,us,us
2017-09-19T07:58:50.800Z,15.201,-93.8135,45.46,4.8,mb,,180,2.233,1.26,us,us2000awn2,2017-10-02T05:53:02.040Z,"79km SSW of Tres Picos, Mexico",earthquake,12.7,12.2,0.176,10,reviewed,us,us
2017-09-19T07:53:16.650Z,15.1414,-94.0446,38.74,5.5,mww,,69,2.46,0.96,us,us2000aqji,2017-10-02T05:47:49.606Z,"97km SW of Tres Picos, Mexico",earthquake,8.4,5.2,0.066,22,reviewed,us,us
2017-09-19T07:03:02.700Z,15.6968,-94.5541,62.85,4.9,mb,,151,4.661,0.82,us,us2000aqiw,2017-10-02T05:41:34.040Z,"60km S of San Francisco del Mar, Mexico",earthquake,9.4,7.6,0.049,133,reviewed,us,us
2017-09-19T06:37:39.440Z,-11.0433,162.5306,31.53,4.9,mb,,55,3.001,1.19,us,us2000aqim,2017-09-19T06:54:38.040Z,"93km SE of Kirakira, Solomon Islands",earthquake,8.6,5.3,0.066,71,reviewed,us,us
2017-09-18T19:51:32.580Z,15.3134,-94.6427,31.07,4.9,mb,,132,3.03,1.44,us,us2000aq7z,2017-09-18T23:06:53.040Z,"101km S of San Francisco del Mar, Mexico",earthquake,8.4,2.8,0.03,342,reviewed,us,us
2017-09-18T15:54:18.850Z,40.9769,77.1478,10,4.5,mb,,81,0.899,0.99,us,us2000apzi,2017-09-18T19:48:20.040Z,"109km ESE of Naryn, Kyrgyzstan",earthquake,4,1.9,0.124,19,reviewed,us,us
2017-09-18T15:13:59.290Z,15.1833,-94.5858,36.89,4.7,mb,,153,5.113,0.53,us,us2000apya,2017-09-18T18:12:06.040Z,"116km S of San Francisco del Mar, Mexico",earthquake,6.6,7.9,0.038,214,reviewed,us,us
2017-09-18T14:31:30.220Z,-17.3471,-173.9092,45.41,4.9,mb,,101,3.987,0.71,us,us2000apxn,2017-09-18T17:28:18.040Z,"144km N of Neiafu, Tonga",earthquake,11.9,7.4,0.045,155,reviewed,us,us
2017-09-18T14:19:12.870Z,15.2537,-94.5576,10,5.6,mww,,41,5.097,1.04,us,us2000apx5,2017-09-19T18:56:32.622Z,"108km S of San Francisco del Mar, Mexico",earthquake,8.4,1.7,0.073,18,reviewed,us,us
2017-09-18T13:46:56.590Z,-31.82,-72.147,10,5.8,mww,,44,1.156,0.85,us,us2000apwd,2017-09-27T01:53:28.934Z,"95km WSW of Illapel, Chile",earthquake,5.1,1.8,0.066,22,reviewed,us,us
2017-09-18T13:25:42.110Z,54.8175,167.9613,10,4.6,mb,,94,4.2,1.25,us,us2000apw7,2017-09-18T15:08:58.040Z,"132km ESE of Nikol'skoye, Russia",earthquake,7.7,1.9,0.041,178,reviewed,us,us
2017-09-18T12:11:05.230Z,-30.4189,-177.9085,35,5,mb,,79,1.17,1.12,us,us2000apvj,2017-10-02T05:40:36.040Z,"127km S of Raoul Island, New Zealand",earthquake,9.8,1.9,0.115,24,reviewed,us,us
2017-09-18T12:07:01.580Z,16.2017,-94.9784,42.11,4.9,mb,,154,3.46,0.83,us,us2000apva,2017-10-02T05:40:22.829Z,"2km E of San Mateo del Mar, Mexico",earthquake,9.3,8.6,0.057,95,reviewed,us,us
2017-09-18T05:28:03.490Z,-18.5262,-12.7162,10,5.7,mb,,39,7.132,0.88,us,us2000apru,2017-09-21T17:52:13.483Z,"Southern Mid-Atlantic Ridge",earthquake,10.2,1.8,0.034,311,reviewed,us,us
2017-09-18T01:23:32.820Z,53.381,159.3367,85.64,4.5,mb,,115,0.547,0.78,us,us2000appq,2017-10-01T22:28:27.040Z,"59km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,11.1,7.2,0.047,134,reviewed,us,us
2017-09-17T23:12:20.400Z,-4.6379,149.5672,588.19,4.9,mb,,23,2.626,0.64,us,us2000apnm,2017-09-22T05:23:03.040Z,"119km NNW of Kimbe, Papua New Guinea",earthquake,9.8,5.4,0.04,195,reviewed,us,us
2017-09-17T20:29:07.260Z,-18.9829,-174.9501,129.26,4.9,mb,,37,4.752,1.06,us,us2000apkx,2017-09-17T20:58:45.040Z,"108km WSW of Neiafu, Tonga",earthquake,10.9,6.6,0.033,290,reviewed,us,us
2017-09-17T14:50:03.520Z,-16.6304,-173.6568,32.78,5.4,mb,,38,3.257,1.26,us,us2000apij,2017-09-17T16:15:41.040Z,"75km S of Hihifo, Tonga",earthquake,9.2,4.2,0.029,418,reviewed,us,us
2017-09-17T14:29:34.720Z,39.2821,24.0045,10,4.5,mb,,54,1.323,0.57,us,us2000apie,2017-10-01T15:32:51.252Z,"18km NE of Patitirion, Greece",earthquake,5.6,1.9,0.118,21,reviewed,us,us
2017-09-17T14:26:08.120Z,-6.3184,148.8568,21.57,5.7,mww,,20,3.912,1.16,us,us2000apif,2017-09-19T16:20:37.040Z,"77km W of Kandrian, Papua New Guinea",earthquake,7.2,3.6,0.071,19,reviewed,us,us
2017-09-17T14:23:04.020Z,64.4904,-17.6137,8.23,4.6,mb,,89,1.62,0.76,us,us2000at6b,2017-10-04T14:59:15.040Z,"119km WNW of Hofn, Iceland",earthquake,7.3,4.4,0.157,12,reviewed,us,us
2017-09-17T13:30:30.310Z,-21.01,-11.7611,10,4.9,mb,,90,26.821,1.28,us,us2000at5r,2017-10-03T20:43:15.040Z,"Southern Mid-Atlantic Ridge",earthquake,15.3,1.9,0.132,18,reviewed,us,us
2017-09-17T11:04:20.660Z,3.6252,127.0437,68.15,4.7,mb,,125,2.852,0.63,us,us2000aph5,2017-09-25T12:21:52.040Z,"235km NNW of Tobelo, Indonesia",earthquake,10.3,8.6,0.085,42,reviewed,us,us
2017-09-17T10:27:11.790Z,12.7773,92.0628,33.35,4.5,mb,,164,1.298,0.99,us,us2000at5e,2017-09-25T12:18:12.040Z,"138km NNW of Bamboo Flat, India",earthquake,9.2,4.1,0.131,17,reviewed,us,us
2017-09-17T09:31:24.330Z,-59.7896,-26.4288,35,4.7,mb,,123,15.201,0.53,us,us2000at5c,2017-09-25T11:58:17.040Z,"84km S of Bristol Island, South Sandwich Islands",earthquake,18.7,2,0.12,21,reviewed,us,us
2017-09-17T09:25:02.130Z,37.3415,141.2485,54.96,4.9,mb,,143,0.64,0.63,us,us2000apgy,2017-09-25T11:51:48.040Z,"27km SE of Namie, Japan",earthquake,3.7,7.3,0.105,28,reviewed,us,us
2017-09-17T09:21:30.990Z,-7.0219,-13.5314,10,4.6,mb,,162,1.222,1.25,us,us2000at65,2017-10-02T05:46:18.040Z,"140km NE of Georgetown, Saint Helena",earthquake,14.6,1.9,0.165,11,reviewed,us,us
2017-09-17T09:14:41.290Z,-7.0877,-13.1689,10,4.8,mb,,60,1.449,1.01,us,us2000at5a,2017-10-02T05:47:24.040Z,"166km NE of Georgetown, Saint Helena",earthquake,11,1.9,0.135,17,reviewed,us,us
2017-09-17T08:17:21.220Z,7.5057,-82.1696,23.33,4.6,mb,,139,1.268,0.99,us,us2000apg4,2017-09-17T14:56:23.265Z,"92km SSW of San Felix, Panama",earthquake,6.9,6.8,0.061,79,reviewed,us,us
2017-09-17T06:07:58.300Z,16.0409,-94.9805,45.23,4.9,mb,,135,3.426,0.78,us,us2000apfa,2017-09-17T06:49:19.040Z,"17km S of San Mateo del Mar, Mexico",earthquake,8.2,8.2,0.029,371,reviewed,us,us
2017-09-17T06:03:33.110Z,16.1058,-95.0121,52.57,4.5,mb,,139,2.768,1.02,us,us2000apf6,2017-09-17T06:26:03.040Z,"10km S of San Mateo del Mar, Mexico",earthquake,8.3,9.3,0.034,260,reviewed,us,us
2017-09-16T23:38:03.280Z,59.9037,-136.7498,10,5.1,mww,,70,0.57,1.14,us,us2000apcc,2017-09-23T02:00:32.204Z,"94km WNW of Skagway, Alaska",earthquake,4.7,1.8,0.046,45,reviewed,us,us
2017-09-16T23:14:56.310Z,-17.7554,-14.0114,10,4.7,mb,,84,8.113,0.65,us,us2000apbu,2017-09-17T00:05:18.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.1,1.9,0.091,37,reviewed,us,us
2017-09-16T23:10:42.050Z,15.4761,-94.1822,67.03,4.5,mb,,177,2.583,1.09,us,us2000apbm,2017-09-16T23:27:16.040Z,"70km SSW of Paredon, Mexico",earthquake,9.2,7.7,0.042,164,reviewed,us,us
2017-09-16T21:58:25.490Z,35.859,139.4212,69,4.5,mb,,142,1.199,0.9,us,us2000apln,2017-09-24T03:47:30.767Z,"1km NE of Sayama, Japan",earthquake,4.5,10,0.181,9,reviewed,us,us
2017-09-16T21:00:57.570Z,52.9335,159.8208,55.59,5.2,mb,,104,0.713,1.17,us,us2000apa3,2017-09-16T22:34:22.661Z,"79km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,7.8,5.8,0.024,576,reviewed,us,us
2017-09-16T19:35:29.510Z,15.3031,-94.552,17.06,5.1,mb,,140,2.868,0.88,us,us2000ap8u,2017-09-16T19:50:48.040Z,"103km S of San Francisco del Mar, Mexico",earthquake,9.2,4.7,0.025,502,reviewed,us,us
2017-09-16T17:38:53.380Z,24.878,142.7408,57.27,4.7,mb,,122,2.264,0.8,us,us2000ap74,2017-09-19T17:14:39.040Z,"142km E of Iwo Jima, Japan",earthquake,11.7,7.6,0.06,83,reviewed,us,us
2017-09-16T17:15:56.450Z,-10.1846,161.507,49.82,4.9,mb,,98,1.706,1.04,us,us2000ap78,2017-09-19T16:57:51.040Z,"54km WNW of Kirakira, Solomon Islands",earthquake,9.1,7.4,0.074,61,reviewed,us,us
